,name,price,type,종류,소재,치수,제조사,제조국,취급시 주의사항,품질보증기준,A/S 책임자,색상,크기,제품 소재,세탁방법/취급시 주의사항,제조연월,비비안웨스트우드 / 지인터내셔날㈜,이탈리아,"수분, 직사광선, 이염, 변색, 화기 등 주의(고객센터문의)",관련 법 및 소비자 분쟁해결 규정에 따름,관련법 및 소비자 분쟁 해결기준에 따름
256,달리 폴디드 멀티 카드 지갑,"400,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
257,세르펜티 리버스 숄더백,"3,600,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
258,에디 01,"289,000원",luxury,안경,아세테이트,"프레임 정면 136.8 mm, 프레임 옆면 150.3 mm, 렌즈 가로 45.4 mm, 렌즈 높이 39.4 mm",젠틀몬스터,중국,- 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다. - 메탈소재의 제품은 피부가 민감하신 분에게 알레르기 반응을 일으킬 수 있으니 주의하시기 바랍니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
259,TRUNK 스몰 숄더백,"2,190,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
260,[카카오 익스클루시브] 불가리 불가리 코인 퍼스,"610,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
261,로티 W2,"280,000원",luxury,선글라스,아세테이트,"프레임 정면 146.6 mm,  프레임 옆면 153 mm, 렌즈 가로 34.9 mm, 렌즈 높이 53.8 mm",젠틀몬스터,중국,사용상 주의사항  - 태양 직접 관촬용이 아님 - 일광욕실에서와 같은 인공 광원에 대한 보호용이 아님 - 역학적 충격 위해에 대한 눈 보호용이 아님  취급 주의사항  - 제품을 착용한 상태에서의 격렬한 운동은 파손으로 인해 얼굴에 중상을 입힐 위험이 있으니 주의하시기 바랍니다. - 제품은 케이스에 넣어 건조한 장소에 보관하십시오. - 섭씨 영하 10도에서 영상 35도 사이의 온도에 보관하십시오. - 차 안 대시보드와 같이 밀폐된 공간에서 햇볕에 노출되거나 고온에 방치되는 경우 제품 기능에 손상을 줄 수 있습니다.,관련법 및 소비자 분쟁해결 기준에 따름,주식회사 아이아이컴바인드,,,,,,,,,,
262,보테가베네타 529121 V4651 인트레치아토 카드지갑 2종 택1,"369,000원",luxury,카드지갑,소가죽,SIZE - 11cmx8cm,보테가베네타/(주)트랜드메카-병행수입,브랜드국-이탈리아(ITALY)(원산지:이탈리아),"화장품,향수,마찰등으로 변색,탈색,이염등 상품이 손상 될수 있으니 주의하세요. / 충격과 비틀림에 의한 파손에 주의하세요. / 피부가 민감하여 알러지 반응이 있을시 착용을 중지하세요. / 천연가죽 특성상 작은상처나 가죽결 및 약간의 색조차이가 발생할 수 있으므로, 이점은 결함으로 볼 수 없습니다. / 취급시 수분(물, 땀, 향수 등), 기름, 습기(여름철 습도 등), 온도와 직사광선을 피하여 보관, 사용하시기 바랍니다.",구입일로부터 1년. 관련법 및 소비자 분쟁해결 기준에 따름,(주)트랜드메카 고객센터/1599-3735,,,,,,,,,,
263,[오피디아] GG 미니백,"1,110,000원",luxury,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,
264,슬림 카드 홀더,"479,000원",luxury,여성 지갑,천연가죽(소가죽),"10.4X8(가로X세로) (재는 위치에 따라 약간의 오차가 있을 수 있습니다.) 카드수납공간-6칸, 기타수납공간 1칸",LF,상품상세설명 참조,1.제품의 기본 용도 이외에는 사용하지 마십시오. 2.제품에 부착된 금속 장식은 신체에 상해를 미칠 수 있으므로 주의하시기 바랍니다. 3.물세탁이나 드라이크리닝 세탁은 제품에 손상을 주거나 형태를 변형시키므로 금하여 주십시오.,구매일로부터 6개월간,070-7571-5110,,,,,,,,,,
265,[공식] 사피아노 슬림 카드지갑 블루,"230,000원",luxury,지갑,100% Cow Leather,제조사,,,,,,,,,,,제조국,취급시 주의사항,품질보증기준,A/S 책임자,
266,불가리 불가리 맨 카드 홀더,"370,000원",luxury,상품상세설명 참조,상품상세설명 참조,,불가리,이탈리아,"불가리 가방이나 지갑에 물건을 과도하게 수납할 경우, 실루엣이 변형되거나 숄더 스트랩과 잠금장치, 버클 등이 손상될 수 있습니다. 제품을 사용하지 않을 때는 제품의 원래 형태를 유지하기 위해 티슈로 가방 안을 채운 후 제품과 함께 제공된 더스트 백에 넣어 보관하십시오 섬세한 레더에 흔적이나 자국을 남기지 않도록, 체인 또는 특수 핸들은 백 안에 접어 넣으십시오. 거친 질감의 소재는 레더 제품의 표면을 손상시킬 수 있으므로 접촉을 피하고, 화학물질이나 유분기, 메이크업 제품이나 향수에 닿지 않도록 유의하십시오. 레더 제품이 물, 습기 및 극한 온도에 노출되지 않도록 주의를 기울여야 합니다. 제품이 물기에 노출된 경우에는 부드러운 마른 천을 이용하여 문지르는 대신 가볍게 톡톡 두드려 바로 물기를 흡수시키십시오. 얼룩이 생기는 즉시 부드럽고 잘 마른 흰색 천을 이용하여 얼룩을 가볍게 톡톡 두드려 제거하십시오. 가죽이나 텍스타일 소재에 알코올, 용제 또는 얼룩 제거제와 같이 손상을 야기할 수 있는 용액을 사용해서는 안 됩니다. 얼룩이 사라지지 않으면 불가리 부티크 에 방문해주시기 바랍니다. 레더 제품이 변색될 수 있으므로 직사광선이나 인공 조명에 장기간 노출하지 마십시오. 화이트 계열의 레더 제품은 특히 빛에 민감하기 때문에 장시간 빛에 노출되면 누렇게 변색될 수 있습니다. 레더 소재의 제품 표면이 변색될 수 있으므로 페이턴트 레더 제품의 경우 PVC 코팅 표면에 닿지 않도록 유의하십시오. 불가리 자수 장식은 귀금속으로 제작되므로 손상을 야기하는 강한 알코올 또는 용액과의 접촉을 피하십시오.디지털 정품 보증서는 불가리에서 엄격한 품질 표준에 따라 디자인 및 제작한 불가리 정품 가죽 제품임을 인증하는 문서입니다. 정품 보증서는 구매일 및 정품을 인증하는 증거가 되며, 전 세계 모든 지역에서 제조상의 결함과 관련하여 2년간의 보증이 적용됩니다. 서비스를 받기 위해 방문하시는 경우 가방 또는 액세서리 구매 시 함께 제공된 디지털 정품 보증서를 지참해야 합니다. 스마트폰으로 디지털 정품 보증서에 인쇄된 QR 코드 또는 NFC 코드를 스캔하면 불가리 제품에 대한 세부 정보를 확인할 수 있습니다. 불가리 가죽 제품에는 NFC(근거리무선통신) 태그가 포함되어 있습니다. NFC 태그를 스캔하면 일련 번호, 제품 코드, 정품을 인증하는 디지털 서명 등 정품 및 품질을 보증하는 자세한 정보를 확인할 수 있습니다. 태그는 NFC 장치를 이용하여 판독할 수 있으며, 개인 정보 및 제품 소유자를 판별하는 데이터는 포함되어 있지 않습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,
267,오프화이트 캐시미어 블렌드 크루넥(UAK60110N92),"1,955,000원",luxury,,,"46,48,50,52,54",ZEGNA/EZRA Korea,이탈리아,,관련 법 및 소비자 분쟁해결 규정에 따름,제냐 하얏트 부티크 02)3785-0285,오프화이트,,"캐시미어 97%, 폴리아미드 3%",물 온도 40°C로 세탁기 세탁 또는 드라이클리닝. 표백 금지. 회전식 건조기 사용 금지. 중간 온도(150°C)로 일반 및 스팀 다림질.,2022-07,,,,,
