,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,의료기기법상 허가 신고 번호 및 광고사전심의필 유무,정격전압/소비전력,출시년월,제조사,제조국,제품의 사용목적 및 사용방법,취급시 주의사항,품질보증기준,A/S 책임자,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,KC 인증 필 유무,에너지소비효율등급,크기,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,"크기,무게",주요 사양,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,치수,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,품명,구성품,주요 소재,배송 설치 비용,제품구성,세탁방법/취급시 주의사항,서비스 제공 사업자,"취소, 중도해약, 해지 조건 및 환불기준","취소, 환불방법",재질,수입식품안전관리특별법에 따른 수입신고,종류,소재,이동통신 가입조건,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
61,[센트룸] 멀티비타민 미네랄 구미(80구미),"24,000원",health,센트룸 멀티비타민 미네랄 구미 80구미,,건강기능식품,"※ 수입업소: ㈜글락소스미스클라인컨슈머헬스케어코리아, 서울특별시 용산구 한강대로 92 (한강로2가) ※ 제조업소: Amapharm GmbH (독일) / 스위스",,"80 구미 (2,0g x 80구미, 총 160.0g)","비타민E혼합제제(dl-a-토코페릴아세테이트, 변성전분, 이산화규소), 니코틴산아미드, 황산아연, 비타민A혼합제제(레티닐 아세트산염, 자당, 옥수수전분, 아라비아검, 비타민E, 제삼인산칼슘), 비타민D3혼합제제(비타민D3, 변성전분, 말토덱스트린, 설탕, 가공유지, L-아스코브산나트륨, 비타민E), 비오틴혼합제제(비오틴, 말토덱스트린), 피리독신염산염, 요오드혼합제제(요오드칼륨, 말토덱스트린), 비타민B12혼합제제(비타민B12, 말토덱스트린, 구연산삼나트륨, 구연산), 포도당시럽, 설탕, 젤라틴, 말토덱스트린, 정제수, 구연산, 비타민C, 합성향료(라즈베리향, 체리향, 오렌지향), 과채가공품Ⅰ(당근농축물/블랙커런트농축물, 전화당, 구연산, 정제수), 기타식용유지가공품(코코넛오일, 유채오일, 카나우바왁스, 밀납), 천연향료(딸기향), 과채가공품Ⅱ(무농축물, 홍화농축물, 전화당, 구연산, 블랙당근농축물, 체리농축물) 밀, 쇠고기 함유",,해당없음,"1. 고칼슘혈증이 있거나 의약품 복용 시 전문가(보건의료인)와 상담하십시오. 2. 이상사례 발생 시 섭취를 중단하고 전문가(보건의료인)와 상담하십시오. 3. 12세 이상의 섭취를 권장합니다. 4. 어린이의 손에 닿지 않게 보관하십시오. 5. 일일섭취량을 초과하여 섭취하지 마십시오. 6. 다른 영양보충용제품과 같이 섭취하시는 경우, 동일한 성분이 포함되어 있을 수 있으니 기재사항을 확인하십시오. 7. 다른 영양보충용제품과 마찬가지로, 임산부 및 수유부는 섭취 전 전문가(보건의료인)와 상담하십시오. 8. 알레르기 체질인 경우 성분을 확인 후 섭취하십시오. 9. 이 제품은 메밀, 돼지고기, 복숭아, 토마토, 닭고기를 사용한 제품과 같은 제조 시설에서 제조하고 있습니다.",건강기능식품에 관한 법률에 따른 수입신고를 필함,080-901-4100,,,,,,,,,,,,,,,"수시로 생산 및 입고, 출고가 되기 때문에 제조일자를 표기하기 어렵습니다. 수령일 기준, 50% 이내에 제조(생산)된 제품이 배달됩니다. (유통기한은 제조일로부터 24개월)",,,,"- 비타민A: 어두운 곳에서 시각 적응을 위해 필요, 피부와 점막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요 - 비타민D: 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌 - 비타민E: 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 - 나이아신: 체내 에너지 생성에 필요 - 비타민B6: 단백질 및 아미노산 이용에 필요, 혈액의 호모시스테인 수준을 정상으로 유지하는데 필요 - 비타민B12: 정상적인 엽산 대사에 필요 - 비오틴: 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 - 아연: 정상적인 면역기능에 필요, 정상적인 세포분열에 필요 - 요오드: 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신경발달에 필요","일일 섭취량 및 섭취방법 : 1일 2구미, 씹어서 섭취","%1일 영양성분기준치 : 1일 영양성분기준치에 대한 비율 열량 12Kcal, 탄수화물 3g (1%), 당류 1g (0%), 단백질 0g (0%), 지방 0g (0%), 나트륨 0mg (0%), 비타민C 28mg (28%), 비타민A 660㎍ RE (94%), 비타민D 10㎍ (100%), 비타민E 10 mgα-TE (91%), 나이아신 16 mgNE (107%), 비타민B6 1.6 mg (107%), 비타민B12 2㎍ (83%), 비오틴 24㎍ (80%), 아연 5.6 mg (66%), 요오드 100㎍ (67%)",본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,[경복궁] 전통 한 상 세트(한우떡갈비+한우사골고기곰탕+칼집 LA갈비),"52,900원",health,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,제조일로부터 1년,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항 없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,"""든든한 보양 한끼"" [워커힐호텔]프리미엄 곰탕 600gx2팩 한우사골","29,500원",health,워커힐호텔 곰탕 600g x 2팩,해당사항없음,즉석조리식품,(주)하림산업,별도표기일까지,1팩 600g,"워커힐 곰탕 베이스 86.66%[사골육수N(한우잡뼈(국내산),한우사골(국내산),우골엑기스B(소뼈/국내산),야채엑기스B,비프엑기스B, 양지육수N],자숙 양지 13.34%{정제수, 양지(미국산),대파(국내산),마늘,통후추,월계수잎}쇠고기 함유","총 내용량 600g / 영양 475kcal 총 내용량당 1일 영양성분 기준차에 대한 비율 나트륨(1,080mg / 54%), 탄수화물(1g/0%),당류(0g/0%), 지방[38g/70%,{트렌스지방(0.5g),포화지방(5g/33%)}],콜레스테롤(120mg/40%),단백질(32g/58%) 1일 영양성분 기준차에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",해당사항없음,"·포장된 상태로 전자레인지에 가열하지 마십시오. ·상품 조리시나 조리 후 바로 드실 경우 내용물이 뜨거우니 화상에 주의하십시오. ·상품 아랫부분에 침전된 물질은 양념류이므로 안심하고 드셔도 좋습니다. ·개봉할 때 내용물이 넘치지 않도록 주의하십시오. ·냉동보관을 준수하지 않을 경우 유통기한 내에도 변질 될 수 있으니 주의하십시오. ·해동 후 가급적 빨리 드시길 바랍니다. ·이미 냉동된 바 있으니 해동 후 재냉동 시키지 마시길 바랍니다. ·유통기한이 경과된 제품은 변질의 우려가 있으니 드시지 마십시오. ·이 제품은 대두, 밀, 우유, 계란, 메밀, 땅콩, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 오징어,  ·조개류(굴, 전복, 홍합),잣을 사용한 제품과 같은 제조시설에서 제조하고 있습니다. ·본 제품은 공정거래 위원회 고시 소비자분쟁해결 기준에 의거 교환 또는 보상 받을 수 있습니다. ·부정,불량 식품 신고 :국번없이 1399 ·반품 및 교환장소 : 제조원 및 구입처",해당사항없음,02-446-6107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,"탐라왕 ""당도선별"" 감귤 선물세트 3kg(로얄과/11brix이상)","19,900원",health,,,,,,,,,,생물이므로 되도록 빠른섭취,,010-8588-4037,,,,,,,,,,,감귤,"3kg, 로얄과(M-L)",탐라왕영농조합법인,국내산(제주),"2022년 상시수확, 생물이므로 되도록 빠른섭취",해당없음,"3kg, 로얄과(M-L)",냉장보관/신맛이 강한경우 2~3일정도 자연후숙 후 드시면 더욱 맛있습니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,정관장 굿베이스 홍삼담은 석류 50ml 30포,"55,000원",health,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,"제조일: 2022-06-01, 유통기한:2024-06-01",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항 없음,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,"""맛있는 비타민C"" ""당신의 건강을 밝혀드릴게요"" 비타민C 50포 (톡별)","15,900원",health,당신의 건강을 밝혀드릴게요,대한민국,기타가공품,(주)한미양행/경기도 파주시 문산읍 통일로 1888번길 44-20,"주문일로부터 6개월 이내 제품으로 발송, 제조일로부터 2년","2g x 50포 (100g), 1개","포도당,말토덱스트린,비타민C,유당혼합분말(유당/미국산,말토덱스트린),레몬향혼합제제(덱스트린,유당,레몬향,아라비아검,폴리소르베이트20),레몬농축액분말(레몬농축액/이스라엘산),스테아린산마그네슘,효소처리스테비아,판토텐산칼슘,비타민B2,우유함유","1일 영양성분 기준치에 대한 비율(나트륨 0mg(0%), 탄수화물 1.95g(1%), 당류 1g(1%), 지방 0.01g(0%), 트랜스지방 0g, 포화지방 0.01g(0%), 콜레스테롤 0mg(0%), 단백질 0g(0%), 비타민C 200mg(200%)",해당사항 없음,"특이체질, 알레르기 체질인 경우는 성분을 확인하신 후 섭취하십시오.",해당사항 없음,1644-5202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,"[추천선물] ""면역력과 피로개선"" 6년근 홍삼정 에버타임 스탠다드 홍삼 스틱 30포 (원통)","18,900원",health,6년근 홍삼정 에버타임 스탠다드,,건강기능식품/홍삼,(주)일화 / 강원도 춘천시 동내면 거두단지2길 55,,10g x 30포,상품상세설명 참조,,해당사항 없음,"의약품(당뇨치료제,혈액항응고제) 복용시 섭취에 주의하십시오. 알레르기 체질이신 분은 섭취전에 원료명을 반드시 확인하시기 바랍니다. 원료 성분에 의한 침전물이 생기는 경우가 있으나 제품의 품질 및 기능에는 이상이 없으니 잘 흔들어 섭취하십시오.",해당사항 없음,070-4477-4007,,,,,,,,,,,,,,,"2022년 4월 이후 상시제조, 제조일로부터 24개월, 유통기한은 상시제조하여 계속 바뀌는 부분으로 자세한사항은 고객센터로 문의부탁드립니다",,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,"프리미엄 애플망고 선물세트 (2.1kg내외, 5~7입)","45,900원",health,,,,,,,,,,상품상세설명 참조,,02-6959-8548,,,,,,,,,,,상품상세설명 참조,"총중량 : 2.1KG 내외, 1박스, 35cm X 24cm X 11.3cm",(주)원월드,애플망고 : 페루,수입과일 제조연월일 : 포장 전 2일 이내 통관 상품 / 유통기한 : 신선식품으로 별도의 유통기한이 없습니다. 빠른섭취 부탁드립니다.,수입식품안전관리특별법에 따른 수입신고를 필함,애플망고 5~7입,냉장보관 혹은 그늘지고 서늘한 곳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,"""명품 이뮨 비타민"" GNC 올리닉 울트라 비타액션 멀티비타민 앤 미네랄 30입 +추가3입 [수험생 응원 선물]","87,800원",health,올리닉 울트라 비타 액션 [(액상20ml +  캡슐500mg + 정제 600mg) x 30개입],,건강기능식품,㈜ 네추럴웨이 / 경기도 포천시 군내면 용정경제로 1길 48-60,,1병 (액상20ml +  캡슐500mg + 정제 600mg) x 30개입,"액상 /니코틴산아미드, 판토텐산칼슘, 글루콘산아연, 황산망간, 요오드칼륨, 정제수, 액상과당, 오렌지농축액 (오렌지: 미국산), 프락토올리고당, 오렌지향(주정, 프로필렌글리콜, 천연향료, 합성향료), 인산, 효소처리스 테비아, 복합황금추출물(황금농축액:국산, 감초농축액: 국산), 변성전분, 복합허브추출물C  정제 /비타민 C, 비타민 B1, 비타민 B2, 비타민 B6, 비타민 B12, 엽산, 결정셀룰로스, 바이오페린(흑후추추 출물: 인도산), 아밀라아제, 라파아제, 프로테아제, 셀룰라아제,  과일야채혼합발효분말(대만산), CMC-Ca, 스테아린산마그네슘, 오파드라이화이트[HPMC, 이산화티타늄(착색료), 트리아세틴], HPMC, 글리세린  캡슐 /비타민 D, 비타민E(D-α-Tocopherol), 비타민K, 베타카로틴, 비오틴, 글루콘산동, 건조효모(미국산/ 셀렌 함유), 건조효모(크롬함유), 건조효모(몰리브덴함유), 포도씨유(스페인산), 밀납, 레시틴  캡슐기제 / 젤라틴(우피), 정제수, 글리세린, 안나토색소, 에틸바닐린(합성향료), 카라멜색소[카라멜색소(착 색제), 덱스트린], 이산화티타늄(착색료), 식용적색소 40호(착색료) 쇠고기, 대두, 토마토, 복숭아 함유",,해당사항 없음,"이 제품은 알레르기 가능석이 있는 알류(가금류), 우유, 메밀, 땅콩, 밀, 고등어, 게, 새우, 돼지고기, 복숭아, 토마토, 아황산류, 호두, 닭고기, 오징어, 조개류(굴, 전복, 홍합 포함), 잣을 사용한 제품과 같은 제조시설에서 제조하고 있습니다.",해당사항 없음,080-700-0277,,,,,,,,,,,,,,,"수시로 생산 및 입고, 출고가 되기 때문에 제조일자를 표기하기 어렵습니다. 수령일 기준 50% 이내 제조(생산)된 제품이 배송됩니다. 물류고객센터: 02-486-7731 로 연락주시면 자세한 안내가 가능합니다./유통기한: 제품 케이스 하단 또는 제품 옆면 별도 표시, 유통기한 제품표시 기간까지",,,,"베타카로틴 : 어두운 곳에서 시각 적응을 위해 필요. 피부와 정막을 형성하고 기능을 유지하는데 필요, 상피세포의 성장과 발달에 필요 비타민B, 탄수화물과 에너지 대사에 필요 비타민B : 체내 에너지 생성에 필요 비타민B, 단백질 및 아미노산 이용에 필요. 할액의 호모시스테인 수준을 정상으로 유지하는데 필요 비타민Be : 정상적인 염산 대사에 필요 비오틴 : 지방, 탄수화물. 단백질 대사와 에너지 생성에 필요 철 : 체내 산소운반과 역성에 필요. 에너지 생성에 필요 나이아신 체내 에너지 생성에 요 판토텐산 지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 비타민C 결합조직 형성과 가능 필요, 유해산소로부터 세포를 보호하는데 필요 비타민D : 칼승과 인이 흡수되고 이용되는데 필요. 씨의 형성과 유지에 필요. 골다공증발생 위험 감소에 도움을 줌 비타민E : 항산화 작용을 하여 유해산소로부터 세포를 보호하는데 필요 비타민K : 정상적 인 혈액응고에 필요, 피의 구성에 필요 셀렌 : 유해산소로부터 세포를 보호하는데 필요 아연 : 정상적인 면역기능에 필요, 정상 적인 세포분열에 필요 구리 : 철의 문반과 이용에 필요, 유해산소로부터 세포를 보호하는데 필요 망간 : 형성에 필요 에너지 - 유해산소로부터 세포를 보호하는데 필요 요오드 : 갑상선 호르몬의 합성에 필요, 에너지 생성에 필요, 신장에 필요 크롬 : 체내 탄수화물, 지방, 단백질 대사에 관여 몰리브덴 : 산화환원 효소의 활성에 필요","섭취량 및 섭취방법 : 뚜껑을 개봉하여, 정제 + 연질캡슐을 액상과 함께 섭취 하거나 물과 함께 섭취하십시오. 섭취 시 주의사항 : 유통기한과 섭취량 및 섭취 방법을 확인 후 섭취하여 주십시오. 임산부, 수유부, 수술 전후 환자, 흡연자는 섭취에 주의하십시오. 특이체질, 알레르기 체질의 경우 개인에 따라 과민반응을 나타낼 수 있으므로 원료 확인 후, 섭취하십시오. 이상사례 발생 시 섭취를 중단 하고 전문가와 상담하십시오. 당뇨병, 고칼슘혈증이 있거나 항응고제 등 의약품 복용 시 섭취 전 전문가와 상담 하십시오. [철] 특히 6세 이하는 과량 섭취하지 않도록 주의하십시오. 캡슐과 정제를 액상과 함께 섭취 시 목에 걸리거나 불편할 수 있으 므로 주의하시기 바랍니다. 온도 및 습도 등의 변화에 의해 캡슐이 붙는 현상이 발생될 수 있으나 품질에 이상이 없으니 안심하고 섭취하십시오.","1일 섭취량 당 함량 : 열량 30 kcal, 탄수화물 7g(2%), 당류 59, 단백질 0g(0%), 지방 0g(0%), 나트륨 5mg(0%), 베타카로틴 6 mg, 비타민B, 50 mg (4167%), 비타민B, 40 mg(2857%), 비타민B, 50 mg (3333%), 비타민B, 75 0 (3125%), 비오틴 170 0(567%), 철 3.6 mg(30%), 나이아신 50 mg NE(333%), 판토텐산 50 mg (1000%), 비타민C 100 mg (100%), 비타민D 10 (100%), 비타민E I mg a TE(100%), 비타민K 80 (14), 설렌 50 (919%), 아연 10 mg(118), 구리 0.5 mg(63%), 망간 Img(33%), 요오드 50 0 (33%), 크롬 30 100(100%), 몰리브덴 65 (260%)) 100안의 수치는 1일 영양성분기준치에 대한 비율임",본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.건강기능식품은 인체에 유용한 기능성을 가진 원료나 성분을 사용하여 제조 가공한 식품입니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,고당도 시나노골드 황금사과 과일선물 2kg (7~10과),"24,900원",health,,,,,,,,,,신선식품 특성상 바로 섭취 부탁드립니다.,,010-8446-0443,,,,,,,,,,,시나노 사과,"2kg, 7~10과",영주농산,국내산,상시수확중,해당사항없음,"2kg, 7~10과",냉장보관,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,"""NO.1 콜라겐🥇"" '함께하면 좋은 사이' [리뷰이벤트] 아모레퍼시픽 슈퍼콜라겐 에센스 14입+비타민 세트","34,300원",health,바이탈뷰티 슈퍼콜라겐 에센스,,건강기능식품,"아모레퍼시픽,한국",,350ml [25gx14앰플],"AP콜라겐효소분해펩타이드(젤라틴(어린(베트남산))), 셀레늄혼합제제(아셀렌산나트륨, 덱스트린), 비오틴, 정제수, 자일리톨, 레몬농축액(이스라엘산), 프락토올리고당, 망고농축액(망고(이스라엘산)), 자몽향(주정, 정제수, 천연향료, 합성향료, 프로필렌글리콜), 망고향(프로필렌글리콜, 파인애플향베이스(주정, 정제수, 천연향료, 합성향료), 주정, 망고향베이스(프로필렌글리콜, 합성향료), 합성향료), 구연산, 비타민C, 구연산삼나트륨, 스테비올배당체, 젖산칼슘, 요구르트향(에탄올, 요구르트향(주정, 프로필렌글리콜, 정제수, 요구르트향키베이스)), 젤란검, 자몽농축분말(자몽농축고형분(이스라엘산)), DL-사과산, 엘라스틴펩타이드, 히알루론산(덱스트린, 히알루론산), 밀크세라마이드, 녹차다당체분말 우유함유",,해당사항 없음,"제품 상세설명 참고/특이체질, 특정 질환이 있으신 분은 사전 체크하시기 바랍니다. 과다 섭취시 문제가 발생할 수 있습니다.",해당사항 없음,"080-030-5454(수신자 요금부담) 운영시간 : 09:00 ~ 18:00 (점심시간 제외, 12~13시) (주말, 공휴일 제외)",,,,,,,,,,,,,,,"2021년 3월, 제조일로부터 18개월",,,,"피부 보습에 도움을 줄 수 있음(기타 기능 II) ①지방, 탄수화물, 단백질 대사와 에너지 생성에 필요 ①유해산소로부터 세포를 보호하는데 필요","성인 1일 1회, 1회 1앰플(25ml)을 흔들어 섭취하세요. 피부 충전 시간인 매일 저녁, 피부 관리 시간에 섭취해보세요.","[1일 섭취량 기준] 열량 10kcal, 탄수화물 2g(1%), 단백질 1g(2%), 지방 0g(0%), 나트륨 5mg (0%), Gly-Pro-Hyp 30mg, 셀렌 55ug (100%), 비오틴 150ug (500%)",본 제품은 질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,"""황금빛 면역력"" 6년근 고려홍삼정 프리미엄 홍삼스틱 100포 + 쇼핑백","49,900원",health,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,해당사항 없음,상품상세설명 참조,해당없음,상품상세설명 참조,,,,,,,,,,,,,,,제조연월일 : 2021.10.12/유통기한 : 제조일로부터 2년,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,본 상품은 질병의 예방 및 치료를 위한 의약품이 아닙니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,"[파머스기프트] 프리미엄 과일선물세트11종 로열그린(샤인,멜론)8.4kg이상","99,800원",health,,,,,,,,,,상품 수령시 파손된 부분은 섭취하지 마시고 고객센터(02-6925-2311)로 연락 부탁드립니다,,상품상세설명 참조,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,"자레, PSK, 원월드, 글로벌, 수일통상, Dole 코리아 외",상품상세설명 참조,포장 전 2일 이내 통관 상품,수입식품안전관리특별법에 따른 수입신고를 필함,상품상세설명 참조,신선식품으로 수령 후 냉장보관 부탁드립니다,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,"""비타민선물🎁"" 고려은단 비타민C 1000 180정/이지+비타민D 180정(2종 택1)","18,000원",health,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,해당사항 없음,상품상세설명 참조,해당사항 없음,상품상세설명 참조,,,,,,,,,,,,,,,수시 생산되어 입고 되므로 정확한 제조연월일 및 유통기한을 확인하시려면 고려은단 고객센터(1644-9950)로 문의 주시기 바랍니다.,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,질병의 예방 및 치료를 위한 의약품이 아닙니다.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
