,name,price,type,제품명,"수입품의 경우 생산자, 수입자 및 제조국",식품의 유형,제조업소의 명칭과 소재지,"제조연월일(포장일 또는 생산연도), 유통기한 ","포장단위별 내용물의 용량(중량), 수량",원재료명 및 함량,영양성분,유전자 변형 식품의 경우 표시,소비자 안전을 위한 주의사항,수입식품인 경우 “수입식품안전관리특별법에 따른 수입신고를 필함”의 문구,소비자 상담 관련 전화번호,품명 및 모델명,재질,구성품,크기,출시년월,제조사,제조국,수입식품안전관리특별법에 따른 수입신고,품질보증기준,A/S 책임자,종류,소재,치수,취급시 주의사항,품목 및 제품명,용도 및 제형,제조연월 및 유통기한,"중량, 용량, 매수","효과,효능",제조국 및 제조사,어린이 보호포장 대상 제품 유무,제품에 사용된 화학물질 명칭,사용상 주의사항,신고번호 또는 승인번호,발행자,유효기간,교환권 공급자,이용조건,이용 가능 매장,환불조건 및 방법,소비자상담 관련 전화번호,품목 또는 명칭,"포장단위별 내용물의 용량(중량), 수량, 크기",생산자,농수산물의 원산지 표시에 관한 법률에 따른 원산지,"제조연월일(포장일 또는 생산연도), 유통기한",관련법상 표시사항,상품구성,보관방법 또는 취급방법,용량 또는 중량,제품 주요 사양,사용기한 또는 개봉 후 사용기간,사용방법,화장품제조업자 및 화장품책임판매업자,화장품법에 따라 기재·표시하여야 하는 모든 성분,기능성 화장품의 경우 화장품법에 따른 식품의약품안전처 심사필 유무,사용할 때 주의사항,소비자상담관련 전화번호,제품 소재,색상,제품구성,세탁방법/취급시 주의사항,"법에 의한 인증, 허가 등을 받았음을 확인할 수 있는 경우 그에 대한 사항",A/S 책임자와 전화번호 또는 소비자상담 관련 전화번호,기능정보,"섭취량, 섭취방법, 섭취시 주의사항 및 부작용 발생 가능성",영양정보,질병의 예방 및 치료를 위한 의약품이 아니라는 내용의 표현,제조연월,KC 인증 필 유무,정격전압/소비전력,"크기,무게",주요 사양,HB21-26-0383,사용연령 또는 체중범위,"취급방법 및 취급시 주의사항, 안전표시 (주의, 경고 등)","크기, 중량",소재/순도/밴드재질,중량,제조자,착용 시 주의사항,보증서 제공 여부,도서명,저자,출판사,쪽수,출간일,목차 또는 책소개
101,"""쌩쌩한 하루를 위한"" 얼라이브 멀티비타민 30정 (1개월분) 3종 택1 / 멀티비타민,맨,우먼","14,900원",samll_gift,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,N,"특정질환, 특이체질, 알레르기체질의 경우 과민반응이 나타날 수 있으므로 표기사항 확인 후 섭취요망",Y,02-3295-5051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,제조연월일: 유통기한으로 부터 2년 / 유통기한: 수입일정에 따른 제품 입고 일정변동으로 인해 고객센터로 연락바랍니다.,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,이 상품은 질병의 예방 및 치료를 위한 의약품이 아닙니다,,,,,,,,,,,,,,,,,,,,
102,"""달콤한선물"" 몰티져스 초코볼 밀크 버켓 465g","16,000원",samll_gift,상품상세설명 참조,"수입자 : 한국마즈(유) ,서울 강남구 학동로 401 금하빌딩 14층, 제조국 : 상품상세설명 참조",초콜릿가공품,상품상세설명 참조,"수시생산으로 정확한 제조연월일을 표기가 어렵습니다. 정확한 제조연월일은 문의 바랍니다., 제조일로부터 12개월","465g, 1개",상세페이지참조,상세페이지참조,해당없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,리우 1599-7590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,"""타닥타닥 타는 소리"" 갈색병 소형 우드 심지 소이캔들 향초 불멍","12,500원",samll_gift,,,,,,,,,,,,,,,,,,,,,,,,,,,갈색병 우드심지 소이캔들,방향용 / 분사형-연소형,해당사항 없음,상세페이지 표기,방향용,"대한민국, 하사장",해당사항 없음,"소이왁스, 향료",신고번호 또는 승인번호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,소비자 상담 관련 전화번호,,,,,,,,,,,,,,
104,메리고라운드&크리스탈애플 소이캔들(2종택1) 타닥타닥 우드심지 향초,"12,500원",samll_gift,,,,,,,,,,,,02 - 2216 - 3368,,,,,,,,,,,,,,,초/블랑쉬미엘 소이캔들,방향용/분사형-연소형,주문제작/12개월,200g,해당없음,국내제조/애니코디,해당없음,상품상세설명 참조,상품상세설명 참조,CB21-26-1519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,22년 아삭달콤 경북 고당도 부사사과 2kg 과일선물 (8~10과),"13,900원",samll_gift,,,,,,,,,,신선식품 특성상 빠른 섭취 부탁드립니다.,,010-9188-1699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,부사사과,"2kg, 8~10과",애플리아,국내산,상시수확중,해당사항없음,"2kg, 8~10과",상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,"[핸드크림증정] ""매일매일 기분전환"" 드레스퍼퓸 24/7 디스커버리 GIFTSET (톡별)","20,000원",samll_gift,,,,,,,,,,,,고객센터 : 02-511-5301,,,,,,,,,,,,,,,"탈취제,살균제 / 더블유드레스룸 드레스퍼퓸","일반용-실내공간용-,일반용-물체용-,일반용-일반물체용-,특수목적용-공기소독용-",21년 4월 제조(1년 이내 제조상품 발송),드레스퍼퓸 30ml 7개,해당없음,대한민국 / 주식회사 피스코,해당없음,상품상세설명 참조,상품상세설명 참조,제 HB20-13-1981 호,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,통째로 갈아만든 건강한 사과즙 100ml*50팩,20%,samll_gift,건강한 사과즙,해당사항 없음,과·채주스,초록F&amp;B(주)농업회사법인 / 전라남도 영암군 영암읍 영암공단로 39-21,"2022년 6월 2일 이후 상시 제조 , 제조일로부터 1년",100ml X 50팩,"사과 100%(국산), 비타민C 0.03%","총 내용량 : 100ml / 열량 : 73kcal / 나트륨0mg(0%), 탄수화물18g(6%), 당류13g(13%), 지방0g(0%), 트렌스지방0g, 포화지방0g(0%), 콜레스테롤0mg(0%), 단백질0g(0%)",해당사항 없음,"원료 고유 성분에 의한 침전물이 생길 수 있으나 안심하고 흔들어 드십시오, 파우치 모서리가 날카로우니 개봉시 주의하십시오, 파우치를 전자레인지에 사용하지 마십시오, 파우치가 팽창 또는 변질된 제품은 드시지 마십시오.",해당사항 없음,061-813-0105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,"""집들이선물추천"" [11종 택1] 따뜻하고 귀여운 겨울 캐릭터 털 층간소음 슬리퍼/실내화","15,900원",samll_gift,,,,,,,,,,,,,,,,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,"""오둥이 입니다만"" 오둥이 미니 필로우 (톡별)","12,800원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,구입일로부터 1년,(주)에이치앤프렌즈 031-754-7701 (업무시간 10:00~17:00),,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
110,'너의 밝은 앞날을 위해' 감성 아크릴 캐릭터 무드등 3종 (쿼카 냥이 푸들) [톡별],"9,500원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,제조자 : 메세 / 수입자 : 메세,중국 OEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,카카오톡고객센터/ 1544-2431,,,,,,,,,,,,,,,,,,,,,,,,
111,양키캔들 자캔들 소 모자이크 자쉐이드 선물세트 (쇼핑백),"15,800원",samll_gift,,,,,,,,,,,,상품상세설명 참조,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,[따뜻함을 담아] F/W 제이로렌 남녀 머플러 (10종 택1),"19,900원",samll_gift,,,,,,,,,,,,,,,,,,상품페이지 참조,상품상세설명 참조,,본 제품에 이상이 있을 경우 공정거래위원회 고시 소비자분쟁해결기준에 의해 보상해드립니다.,070-8274-5051,머플러,상품페이지 참조,상품페이지 참조,화기주의 / 드라이클리닝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,"""별과 달이 흘러넘쳐"" 오로라 달 별 미러볼 무드등 조명 리모컨 포함(4가지 밝기/10가지 컬러 변경 가능)","19,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,070-4237-7343,,,,,,,,,,,,,,,,,,,,,,,,
114,"""세상에서 가장 행복한 동물"" New 쿼카 극세사 부들부들 밍크담요 (톡별)","11,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,수입자 : 메세,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,해당없음,메세고객센터 070-7122-6004,,,,,,,,,,,,,,,,,,,,,,,,
115,[기분좋은 비누향기] [감사카드] 섬유향수 100ML (7종 택1),"14,800원",samll_gift,,,,,,,,,,,,070-7424-9647,,,,,,,,,,,,,,,리베르 섬유향수,"일반용, 분사형",제조일로부터 36개월 (제조연월 상품표시),100ml,해당사항 없음,(주)퍼센츠/(주)언네임드,해당사항 없음,"[사이] 주요물질: 에탄올, 향료(메틸다이하이드로자스모네이트&nbsp;등), 향료(다이에틸헥실아디페이트&nbsp;등), 1,2-헥산다이올 알레르기물질: 부틸페닐메칠프로피오날, 제라니올, 벤질살리실레이트, 리날로올, 시트로넬롤, 헥실신남알, 알파-이소메칠이오논, 쿠마린, 리모넨 기타물질: 1,3,4,6,7,8-헥사하이드로-4,6,6,7,8,8-헥사메틸사이클로펜타[g]-2-벤조피란 [칠] 주요물질: 에탄올, 향료(다이프로필렌글라이콜&nbsp;등), 1,2-헥산다이올 알레르기물질: 알파-이소메칠이오논, 부틸페닐메칠프로피오날, 쿠마린, 헥실신남알, 리모넨, 리날로올 [헤베] 주요물질: 에탄올, 향료(헥실살리실레이트&nbsp;등), 1,2-헥산다이올 알레르기물질: 벤질살리실레이트, 부틸페닐메칠프로피오날, 리날로올, 시트로넬롤, 알파-이소메칠이오논, 리모넨, 헥실신남알 [민테] 주요물질: 에탄올, 향료(리나릴&nbsp;아세트산&nbsp;등), 향료(다이프로필렌글라이콜&nbsp;등), 1,2-헥산다이올 알레르기물질: 헥실신남알, 리날로올, 알파-이소메칠이오논, 시트로넬롤, 리모넨, 제라니올, 하이드록시시트로넬알, 부틸페닐메칠프로피오날 기타물질: 1,3,4,6,7,8-헥사하이드로-4,6,6,7,8,8-헥사메틸사이클로펜타[g]-2-벤조피란 [와일드 가든] 주요물질: 에탄올, 향료(펜에틸 알코올 등) 알레르기물질: 아밀신남알, 벤질살리실레이트, 시트로넬롤, 유제놀, 제라니올, 헥실신남알, 리모넨, 리날로올 기타물질: 1,3,4,6,7,8- 헥사하이드로 -4,6,6,7,8,8- 헥사메틸사이클로펜타 [g]-2- 벤조피란 [선드라이] 주요물질: 에탄올, 향료(다이프로필렌 글라이콜 등)   알레르기물질: 리날로올, 시트로넬롤, 제라니올, 신나밀알코올, 하이드록시시트로넬알   기타물질: 1,3,4,6,7,8- 헥사하이드로 -4,6,6,7,8,8- 헥사메틸사이클로펜타 [g]-2- 벤조피란","1. 용도 외에는 사용하지 말고 유·소아, 어린이, 애완동물의 손이 닿지 않는 곳에서  사용하세요.  2. 사용 중 눈에 접촉된 경우 바로 깨끗한 물로 씻고 이상이 있을 경우 의사와 상의 하세요. 3.직사광선이나 화기, 고온 또는 영하의 장소에서 보관 및 사용 하지 마세요. 4. 용액이 사물에 묻을 경우 가전, 가죽, 모피류에 변색, 탈색을 일으킬 수 있으니 주의하세요.",CB19-13-0321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,[단독컬러 출시] 제로 매트 립스틱 22color (+립브러쉬 증정),"8,900원",samll_gift,,,,,,,,,,,,,,,,,,,상품상세설명 참조,,관련 법 및 소비자 분쟁해결 규정에 따름,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5g,모든피부용,"제조일로부터 36개월, 개봉 후 18개월",입술 안쪽부터 바깥쪽으로 자연스럽게 채우 듯 발라줍니다.,(주)코스맥스/(주)아이패밀리에스씨,상세 이미지 참조,해당없음,"1. 화장품을 사용하여 다음과 같은 이상이 있는 경우에는 사용을 중지하여야 하며, 계속 사용하면 증상이 악화되므로 피부과 전문의 등에게 상담할 것가. 사용중 붉은 반점, 부어오름, 가려움증, 자극등의 이상이 있는 경우나. 적용부위가 직사광선에 의하여 위와 같은 이상이 있는 경우2. 상처가 있는 부위, 습진 및 피부염등의 이상이 있는 부위에는 사용을 하지말 것3. 보관 및 취급시의 주의사항가. 사용후에는 반드시 마개를 닫아둘 것나. 유아·소아의 손이 닿지 않는 곳에 보관할 것다. 고온 또는 저온의 장소 및 직사광선이 닿는 곳에는 보관하지 말 것",1670-2238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,"""특별한 선물"" 페레로로쉐 T15 콜렉션 (15개입)","15,500원",samll_gift,페레로로쉐 T15 콜렉션,상품상세설명 참조,초콜릿 가공품,"수입원 : 페레로 아시아 리미티드 한국지점 서울 특별시 서초구 마방로 10길5,13층 1302(양재동,태석빌딩) 판매원 : 매일유업(주) 경기도 평택시 진위면 진위서로 63","기재되어 있지않음, 입고시마다 변경이 잦아 판매자 측으로 연락주시면 빠른 답변드릴 수 있도록 하겠습니다.",상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,해당사항없음,"부정, 불량식품 신고는 국번없이 1399",수입식품안전관리특별법에 따른 수입신고를 필함,010-2423-7215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,[추천선물][HARIBO] 하리보젤리 100g 4종 랜덤럭키박스,"9,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,제조일로부터 1년(입고시기에따라 다르므로 판매처에 문의부탁드립니다 :)),상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,수입식품안전관리특별법에 따른 수입신고를 필함,031-386-5170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,"""귀여운 선물 "" 식빵 오리 인형 키링 갸우뚱 열쇠고리 자동차 키 인싸템 생일선물 쓸데없는 신박한 선물","9,800원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
120,"""내 방안의 작은우주"" 선셋조명 우주비행사 7컬러 만달라키 우주인 행성 달 우주 무드등 무지개 노을","19,900원",samll_gift,,,,,,,,,,,,,상품상세설명 참조,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,
121,"""홈테리어"" 냥냥이 댕댕이 발매트 미니러그 S 사이즈 8종택1","9,900원",samll_gift,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,,상품상세설명 참조,상품상세설명 참조,,,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,,,,,,,
122,"""건강하고 뚱뚱한 맛의 향연"" 수제뚱카롱 12구 선물 세트 / 개별포장","19,800원",samll_gift,건강하고 뚱뚱한 맛의 향연 수제뚱카롱 12구 선물 세트,해당사항 없음,가공식품,"데일리마카롱 부띠끄,대구 달성군 다사읍 대실역북로2길 179 1층","당일제조, 보관에 따라 상이함 / 상품수령 후 3일내로 드시길 권장합니다",상품상세설명 참조,"100% 아몬드가루,계란,설탕,서울우유 무염버터,100% 동물성 우유크림,식양청 인증색소",상품상세설명 참조,해당사항 없음,상품상세설명 참조,해당사항 없음,02-6228-2200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,"""맛있는 비타민 젤리"" 니몸내몸 영양젤리 멀티비타민 구미 모음(비타민C, 비타민D, 루테인, 멀티비타민)","14,900원",samll_gift,상품상세설명 참조,,건강기능식품,"(주)코스맥스엔비티, 경기도 이천시 마장면 덕평로 663번길",,상품상세설명 참조,"1. 비타민C:비타민C, 물엿, 백설탕, 젤라틴(돈피), 정제수, D-소비톨액, 혼합제제(가공유지,천연향료), 당류가공품(과당,생강추출액), 서양자두농축액,무수구연산, 펙틴, 식용유지가공품, 레몬농축액, 대추농축액,도라지농축액, 구연산삼나트륨, 강황추출액 (탄수화물6g,당류5g,단백질1g미만,지방0g,나트륨0mg,비타민C100mg) 2. 비타민D: 비타민D혼합제제(비타민d,아라비아검,자당,옥수수전분,중쇄중성지방유,이산화규소,DL-알파-토코페롤), 물엿, 자당, 젤라틴(돈피), 정제수, D-소비톨액, 복숭아농축액, 프로필렌글리콜, 트리아세틴, 합성향료, 빙초산, 오렌지오일, 구연산, 코팅오일, 펙틴, 효소처리스테비아, 블랙당근농축액, 구연산삼나트륨, 구연산칼슘, 황산마그네슘, 비타민K(아라비아검,자당,비타민K),돼지고기, 복숭아 함유 (탄수화물6g,당류5g,단백질1g미만,지방0g,나트륨0mg,비타민C100mg) 3. 루테인:마리골드꽃추출물, 물엿,자당,정제수,젤라틴,D-소비톨액,구연산,세븐베리농축액,블루베리향,믹스베리향,블랙당근농충액,코팅오일,펙틴,구연산삼나트륨,효소처리스테비아,자당지방산에스테르,분말비타민A혼합제제(말토덱스트린,아라비아검,옥수수전분,비타민A아세테이트분말,DL-알파-토코페롤)돼지고기 함유 (탄수화물7g,당류5g,단백질1g미만,지방0g,나트륨0mg,루테인20mg)",,해당사항 없음,상품상세설명 참조,해당사항 없음,(주)소셜빈 1644-3664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,튼튼젤리: 제조일자 2022-07-06 / 유통기한 2024-01-05 햇뼛젤리: 제조일자 2022-07-11 / 유통기한 2024-01-10 뻔뜩젤리: 제조일자 2022-07-04 / 유통기한 2024-01-03 한방충전 멀티비타민: 제조일자 2022-05-03 / 유통기한 2023-11-02,,,,,,,,,,,,,,,,,,,"1. 비타민C : 결합조직 형성과 기능유지에 필요, 철의 흡수에 필요, 유해산소로부터 세포를 보호하는데 필요 2. 비타민D : 칼슘과 인이 흡수되고 이용되는데 필요, 뼈의 형성과 유지에 필요, 골다공증발생 위험 감소에 도움을 줌 3. 마리골드꽃추출물 : 노화로 인해 감소될 수 있는 황반색소밀도를 유지하여 눈 건강에 도움을 줄 수 있음","* 1일 2개 섭취 1)특이체질,알레르기 체질인 경우에는 원료명을 확인 후 섭취하십시오. 2)유아, 어린이는 섭취 시 목에 걸릴 수 있으니 보호자의 주의가 필요합니다. 3)섭취량 및 섭취방법을 확인 후 섭취하십시오. 4)과량 섭취 시 설사를 유발할 수 있습니다. 5)과다 섭취 시 일시적으로 피부가 황색으로 변할 수 있습니다.",비타민C / 비타민D / 마리골드꽃추출물,상품상세설명 참조,,,,,,,,,,,,,,,,,,,,
124,[나이키] 남성 여성 발목/중목/크루삭스 3PACK 스포츠양말세트 14종택1,"14,900원",samll_gift,,,,,,,,,,,,,,,,,,유한회사 나이키코리아,대한민국,,관련법 및 소비자분쟁기준에 따름,(주)하이언트커뮤니케이션즈 / 02-6956-4557,스포츠양말,코튼/폴리에스터/폴리우레탄,FREE,미지근한 물에 중성세제를 이용해서 세탁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,[선물추천] 샹달프 미니잼 선물세트 3호 (12종),"16,900원",samll_gift,상품상세설명 참조,상품상세설명 참조,잼류,ST.dalfour(프랑스) / 예스통상(주),"상시 수입되는 상품으로 상시 변경될 수 있음, 제조일로부터 24개월","336g, 28g*12",상세페이지 참조,상세페이지 참조,해당사항 없음,상품상세설명 참조,식품위생법에 따른 수입신고를 필함,02-2176-0324 스위트스페이스(주),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,"""소소한 선물🎁"" HEADSET CHICHI(키링)","4,000원",samll_gift,,,,,,,,,,,,,키링,,,,,어프어프,대한민국,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,070-5038-0989,상세페이지참조,,,,,,,,,,,,,,,,,,,,,,,,
127,"""양말선물"" 다채로운 구성의 양말선물세트 5P 15구성 선택1SET","15,800원",samll_gift,,,,,,,,,,,,,,,,,,라크삭스[협력업체],대한민국,,공정거래위원회 고시(소비자분쟁해결기준)에 의거하여 보상해 드립니다.,라크삭스 고객센터 02-923-7330,양말,"면,폴리,스판",착용 사이즈 FREE(220mm-260mm) / 총기장 25-27cm,"1. 손세탁을 권장하며, 세탁기 사용시에는 세탁망을 이용해주세요. 2. 뜨거운 물에 삶지마시고, 30℃이하의 물에서 중성세제로 세탁해 주세요. 3. 표백제나 표백 성분이 있는 세제를 사용하지마세요. 4. 세탁 후 가볍게 털어 통풍이 잘 되는 그늘에서 건조시켜 주세요. 5. 드라이기, 건조기를 사용하여 건조하지 말아주세요. 6. 착용 시 손톱이나 악세서리 등에 의해 손상이 갈 수 있으니 주의하여주세요. 7. 첫 착용 시 물빠짐으로 인한 이염이 발생할 수 있습니다. 8. 단독 세탁 후 첫 착용을 권장합니다.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
